panel_uid,source_record_id,source_doi,source_doi_url,paper_title,figure_id,panel_id,panel_label,panel_type_anchoring,panel_type_curve_extraction,plot_area_box_cropped,x_axis_label,x_axis_units,x_axis_type,x_tick_labels,y_axis_label,y_axis_units,y_axis_type,y_tick_labels,legend_entries,raw_curve_count_current_response,publication_included_panel,analysis_bucket,relevance_group,reaction_type_publication,final_HER_category,curve_family_publication,measurement_configuration_publication,electrolyte_text_publication,enrich_reaction_type_panel,enrich_electrolyte_family_panel,enrich_electrolyte_text_panel,enrich_curve_family_panel,enrich_measurement_configuration_panel,panel_enrichment_manual_review_required
batch2/case45/figure_5__panel_a,batch2/case45,10.1002/adfm.201707564,https://doi.org/10.1002/adfm.201707564,Controlled Growth of MoS2 Nanosheets on 2D N-Doped Graphdiyne Nanolayers for Highly Associated Effects on Water Reduction,figure_5,a,(a),multi-curve LSV line plot with inset,LSV polarization plot with inset ignored,"[96,13,491,302]",E (V) versus RHE,V,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0"",""0.2""]",j (mA cm$^{-2}$),mA cm^-2,linear,"[""0"",""-40"",""-80"",""-120"",""-160"",""-200""]","[""MoS2/NGDY"",""MoS2/GDY"",""MoS2"",""NGDY"",""GDY""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,H2-saturated 0.5 M H2SO4 aqueous solution,HER,acidic,H2-saturated 0.5 M H2SO4 aqueous solution,lsv,three_electrode_half_cell,False
batch2/case45/figure_5__panel_d,batch2/case45,10.1002/adfm.201707564,https://doi.org/10.1002/adfm.201707564,Controlled Growth of MoS2 Nanosheets on 2D N-Doped Graphdiyne Nanolayers for Highly Associated Effects on Water Reduction,figure_5,d,(d),line plot,LSV polarization,"[119,24,511,317]",E,V versus RHE,linear,"[""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0"",""0.2""]",j,mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30"",""-40"",""-50"",""-60"",""-70"",""-80""]","[""Initial"",""7200 cycles"",""10200 cycles"",""15200 cycles""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,durability_curve,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,durability_curve,three_electrode_half_cell,False
batch2/case46/figure_4__panel_a,batch2/case46,10.1002/adfm.201801332,https://doi.org/10.1002/adfm.201801332,"Cobalt-Cobalt Phosphide Nanoparticles@Nitrogen-Phosphorus Doped Carbon/Graphene Derived from Cobalt Ions Adsorbed Saccharomycete Yeasts as an Efficient, Stable, and Large-Current-Density Electrode for Hydrogen Evolution Reactions | Cobalt–Cobalt Phosphide Nanoparticles@Nitrogen-Phosphorus Doped Carbon/Graphene Derived from Cobalt Ions Adsorbed Saccharomycete Yeasts as an Efficient, Stable, and Large-Current-Density Electrode for Hydrogen Evolution Reactions",figure_4,a,(a),line_plot,polarization_curve,"[70.0,32.0,415.0,294.0]",Potential (V vs. RHE),V vs. RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current Density (mA cm^-2),mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30""]","[""Co/rGO"",""Co-Co2P@NPC"",""Co3O4@NPC/rGO"",""Co-Co2P@NPC/rGO"",""20 wt% Pt/C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,lsv,three_electrode_half_cell,False
batch2/case46/figure_4__panel_f,batch2/case46,10.1002/adfm.201801332,https://doi.org/10.1002/adfm.201801332,"Cobalt-Cobalt Phosphide Nanoparticles@Nitrogen-Phosphorus Doped Carbon/Graphene Derived from Cobalt Ions Adsorbed Saccharomycete Yeasts as an Efficient, Stable, and Large-Current-Density Electrode for Hydrogen Evolution Reactions | Cobalt–Cobalt Phosphide Nanoparticles@Nitrogen-Phosphorus Doped Carbon/Graphene Derived from Cobalt Ions Adsorbed Saccharomycete Yeasts as an Efficient, Stable, and Large-Current-Density Electrode for Hydrogen Evolution Reactions",figure_4,f,(f),electrochemical polarization curve plot with SEM inset,polarization_curve,"[124,58,467,313]",Potential (V vs. RHE),V vs. RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current Density (mA cm^-2),mA cm^-2,linear,"[""0"",""-50"",""-100"",""-150""]","[""Initial"",""After i-t testing""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,polarization_curve,three_electrode_half_cell,False
batch2/case46/figure_6__panel_a,batch2/case46,10.1002/adfm.201801332,https://doi.org/10.1002/adfm.201801332,"Cobalt-Cobalt Phosphide Nanoparticles@Nitrogen-Phosphorus Doped Carbon/Graphene Derived from Cobalt Ions Adsorbed Saccharomycete Yeasts as an Efficient, Stable, and Large-Current-Density Electrode for Hydrogen Evolution Reactions | Cobalt–Cobalt Phosphide Nanoparticles@Nitrogen-Phosphorus Doped Carbon/Graphene Derived from Cobalt Ions Adsorbed Saccharomycete Yeasts as an Efficient, Stable, and Large-Current-Density Electrode for Hydrogen Evolution Reactions",figure_6,a,(a),polarization curve plot,polarization curve,"[69.0,33.0,415.0,291.0]",Potential,V vs. RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current Density,mA cm$^{-2}$,linear,"[""0"",""-100"",""-200"",""-300""]","[""Carbon rod"",""Co-Co2P@NPC/rGO rod"",""Pt sheet""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,polarization_curve,three_electrode_half_cell,False
batch2/case48/figure_8__panel_c,batch2/case48,10.1002/adfm.201802567,https://doi.org/10.1002/adfm.201802567,Optical and Electrical Enhancement of Hydrogen Evolution by MoS2@MoO3 Core–Shell Nanowires with Designed Tunable Plasmon Resonance,figure_8,c,(c),polarization curve x-y plot,polarization plot,"[89,57,497,360]",Potential,V,linear,"[""-0.1"",""0.0"",""0.1"",""0.2"",""0.3"",""0.4"",""0.5"",""0.6""]",Current Density,mA/cm^2,linear,"[""0"",""-1"",""-2"",""-3"",""-4"",""-5"",""-6""]","[""MoS2"",""MoS2@MoO3"",""MoS2@MoO3-H2-2h"",""MoS2@MoO3-H2-3h"",""MoS2@MoO3-H2-4h"",""MoS2-no light"",""MoS2@MoO3-no light"",""MoS2@MoO3-H2-2h-no light"",""MoS2@MoO3-H2-3h-no light"",""MoS2@MoO3-H2-4h-no light""]",9,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,0.1 M Na2SO4,HER,neutral,0.1 M Na2SO4,lsv,three_electrode_half_cell,True
batch2/case49/figure_3__panel_a,batch2/case49,10.1002/adfm.201802744,https://doi.org/10.1002/adfm.201802744,Stable Sulfur-Intercalated 1T' MoS2 on Graphitic Nanoribbons as Hydrogen Evolution Electrocatalyst | Stable Sulfur-Intercalated 1T′ MoS2 on Graphitic Nanoribbons as Hydrogen Evolution Electrocatalyst,figure_3,a,a,polarization curve plot,polarization_curve,"[92,40,491,351]",E (V) vs. RHE,V,linear,"[""-0.6"",""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0""]",J (mA cm^-2),mA cm^-2,linear,"[""0"",""-5"",""-10"",""-15"",""-20""]","[""MoS2"",""MoS2-GNR"",""Pt-wire"",""CFP""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,0.5 m H2SO4,HER,acidic,0.5 m H2SO4,lsv,three_electrode_half_cell,False
batch2/case49/figure_3__panel_b,batch2/case49,10.1002/adfm.201802744,https://doi.org/10.1002/adfm.201802744,Stable Sulfur-Intercalated 1T' MoS2 on Graphitic Nanoribbons as Hydrogen Evolution Electrocatalyst | Stable Sulfur-Intercalated 1T′ MoS2 on Graphitic Nanoribbons as Hydrogen Evolution Electrocatalyst,figure_3,b,b,polarization curve,polarization_curve,"[132,34,536,354]",E (V) vs. RHE,V,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0""]",J (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80""]","[""1st scan"",""after 1000 cycles""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,polarization_curve,three_electrode_half_cell,False
batch2/case51/figure_10__panel_D,batch2/case51,10.1002/adfm.201803973,https://doi.org/10.1002/adfm.201803973,Covalent Phenanthroline Framework Derived FeS@Fe3C Composite Nanoparticles Embedding in N-S-Codoped Carbons as Highly Efficient Trifunctional Electrocatalysts,figure_10,d,D,2D line plot (LSV electrochemical polarization curves),HER polarization curve,"[76,19,491,330]",E / V (vs RHE) iR-corrected,V,linear,"[""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",J / mA cm-2,mA cm-2,linear,"[""20"",""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""FeS/Fe3C@N-S-C-800"",""FeS/Fe3C@N-S-C-800-HCl""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,lsv,three_electrode_half_cell,False
batch2/case51/figure_8__panel_C,batch2/case51,10.1002/adfm.201803973,https://doi.org/10.1002/adfm.201803973,Covalent Phenanthroline Framework Derived FeS@Fe3C Composite Nanoparticles Embedding in N-S-Codoped Carbons as Highly Efficient Trifunctional Electrocatalysts,figure_8,c,C,xy_plot,lsv,"[86,4,504,323]",E / V (vs RHE) iR-corrected,V,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0""]",J / mA cm^-2,mA cm^-2,linear,"[""10"",""0"",""-10"",""-20"",""-30"",""-40"",""-50"",""-60"",""-70"",""-80""]","[""N-S-C-800"",""FeS/Fe3C@N-S-C-700"",""FeS/Fe3C@N-S-C-800"",""FeS/Fe3C@N-S-C-900"",""Pt/C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,N2-saturated 0.5 M H2SO4 solution,HER,acidic,N2-saturated 0.5 M H2SO4 solution,lsv,three_electrode_half_cell,False
batch2/case52/figure_3__panel_a,batch2/case52,10.1002/adfm.201804361,https://doi.org/10.1002/adfm.201804361,Gold Doping in a Layered Co-Ni Hydroxide System via Galvanic Replacement for Overall Electrochemical Water Splitting,figure_3,a,a,xy_plot,linear sweep voltammogram,"[73,37,328,293]",Potential (V vs RHE),V vs RHE,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0"",""0.2""]",Current (mA cm^-2),mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30"",""-40"",""-50""]","[""S8 in 1 M NaOH"",""S7 in 1 M NaOH"",""Pt in 1 M NaOH""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M NaOH,HER,alkaline,1 M NaOH,lsv,three_electrode_half_cell,False
batch2/case55/figure_4__panel_a,batch2/case55,10.1002/adfm.201805298,https://doi.org/10.1002/adfm.201805298,Epitaxial Heterogeneous Interfaces on N-NiMoO4/NiS2 Nanowires/Nanosheets to Boost Hydrogen and Oxygen Production for Overall Water Splitting,figure_4,a,a,multi-series line plot,HER LSV polarization curves,"[98.0,19.0,488.0,310.0]",E (V vs. RHE),V vs. RHE,linear,"[""-0.9"",""-0.6"",""-0.3"",""0.0"",""0.3"",""0.6""]",j (mA cm^-2_disk),mA cm^-2_disk,linear,"[""0"",""-50"",""-100"",""-150""]","[""NiMoO4"",""NiS2"",""N-NiMoO4"",""NiMoO4/NiS2"",""N-NiMoO4/NiS2"",""Pt""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,lsv,three_electrode_half_cell,False
batch2/case56/figure_3__panel_a,batch2/case56,10.1002/adfm.201805893,https://doi.org/10.1002/adfm.201805893,"Polyoxometalate-Derived Hexagonal Molybdenum Nitrides (MXenes) Supported by Boron, Nitrogen Codoped Carbon Nanotubes for Efficient Electrochemical Hydrogen Evolution from Seawater",figure_3,a,a,xy_line_plot,polarization plot,"[87,37,485,333]",Overpotential,mV vs. RHE,linear,"[""-600"",""-400"",""-200"",""0""]",Current density,mA cm^-2,linear,"[""0"",""-5"",""-10"",""-15"",""-20""]","[""h-MoN"",""BNCNT"",""h-MoN@BNCNT"",""Pt/C""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 m H2SO4 electrolyte,HER,acidic,0.5 m H2SO4 electrolyte,polarization_curve,three_electrode_half_cell,True
batch2/case56/figure_3__panel_d,batch2/case56,10.1002/adfm.201805893,https://doi.org/10.1002/adfm.201805893,"Polyoxometalate-Derived Hexagonal Molybdenum Nitrides (MXenes) Supported by Boron, Nitrogen Codoped Carbon Nanotubes for Efficient Electrochemical Hydrogen Evolution from Seawater",figure_3,d,d,line plot,polarization_curve,"[91,47,488,343]",Overpotential,mV vs. RHE,linear,"[""-500"",""-250"",""0""]",Current Density,mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30""]","[""Initial"",""After 1000 cycles"",""After 10000 cycles""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,polarization_curve,three_electrode_half_cell,False
batch2/case56/figure_4__panel_a,batch2/case56,10.1002/adfm.201805893,https://doi.org/10.1002/adfm.201805893,"Polyoxometalate-Derived Hexagonal Molybdenum Nitrides (MXenes) Supported by Boron, Nitrogen Codoped Carbon Nanotubes for Efficient Electrochemical Hydrogen Evolution from Seawater",figure_4,a,(a),2d line plot,polarization curve,"[93,46,558,392]",Overpotential,mV,linear,"[""-400"",""-200"",""0""]",Current Density,mA cm^-2,linear,"[""0"",""-10"",""-20""]","[""h-MoN@BNCNT"",""Pt/C""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,"acid solution (0.5 m H2SO4, pH 0.3)",HER,acidic,"acid solution (0.5 m H2SO4, pH 0.3)",polarization_curve,three_electrode_half_cell,False
batch2/case56/figure_4__panel_b,batch2/case56,10.1002/adfm.201805893,https://doi.org/10.1002/adfm.201805893,"Polyoxometalate-Derived Hexagonal Molybdenum Nitrides (MXenes) Supported by Boron, Nitrogen Codoped Carbon Nanotubes for Efficient Electrochemical Hydrogen Evolution from Seawater",figure_4,b,(b),polarization curve with inset,polarization_curve,"[135,48,599,394]",Overpotential,mV,linear,"[""-800"",""-600"",""-400"",""-200"",""0""]",Current density,mA cm^-2,linear,"[""0"",""-20"",""-40""]","[""h-MoN@BNCNT"",""Pt/C""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,phosphate buffer solution (pH 7),HER,buffered,phosphate buffer solution (pH 7),polarization_curve,three_electrode_half_cell,False
batch2/case56/figure_4__panel_c,batch2/case56,10.1002/adfm.201805893,https://doi.org/10.1002/adfm.201805893,"Polyoxometalate-Derived Hexagonal Molybdenum Nitrides (MXenes) Supported by Boron, Nitrogen Codoped Carbon Nanotubes for Efficient Electrochemical Hydrogen Evolution from Seawater",figure_4,c,(c),polarization curve plot with inset Tafel plot,polarization_curve,"[93,128,558,475]",Overpotential,mV,linear,"[""-800"",""-600"",""-400"",""-200"",""0""]",Current Density,mA cm^-2,linear,"[""0"",""-20"",""-40""]","[""h-MoN@BNCNT"",""Pt/C""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1 m KOH,HER,alkaline,1 m KOH,polarization_curve,three_electrode_half_cell,False
batch2/case56/figure_4__panel_d,batch2/case56,10.1002/adfm.201805893,https://doi.org/10.1002/adfm.201805893,"Polyoxometalate-Derived Hexagonal Molybdenum Nitrides (MXenes) Supported by Boron, Nitrogen Codoped Carbon Nanotubes for Efficient Electrochemical Hydrogen Evolution from Seawater",figure_4,d,(d),polarization curve plot with inset,polarization_curve,"[130,126,594,472]",Overpotential,mV,linear,"[""-800"",""-600"",""-400"",""-200"",""0""]",Current density,mA cm^-2,linear,"[""0"",""-20"",""-40""]","[""h-MoN@BNCNT"",""Pt/C""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,"Seawater from South China Sea, China",HER,saline_or_seawater,"Seawater from South China Sea, China",polarization_curve,three_electrode_half_cell,False
batch2/case57/figure_4__panel_d,batch2/case57,10.1002/adfm.201807031,https://doi.org/10.1002/adfm.201807031,Engineering an Earth-Abundant Element-Based Bifunctional Electrocatalyst for Highly Efficient and Durable Overall Water Splitting,figure_4,d,d,HER polarization multi-line plot,polarization_curve,"[77,24,441,279]",Potential,V vs. RHE,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0"",""0.2""]",Current density,mA/cm^2,linear,"[""0"",""-100"",""-200"",""-300"",""-400""]","[""Ni foam"",""Ni3S2"",""Co3S4"",""NiCoS4"",""NiCo3S4"",""NiCo2S4""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 m KOH aqueous electrolyte,HER,alkaline,1 m KOH aqueous electrolyte,lsv,three_electrode_half_cell,False
batch2/case57/figure_6__panel_d,batch2/case57,10.1002/adfm.201807031,https://doi.org/10.1002/adfm.201807031,Engineering an Earth-Abundant Element-Based Bifunctional Electrocatalyst for Highly Efficient and Durable Overall Water Splitting,figure_6,d,d,line_plot,polarization_curve,"[87,12,441,260]",Potential (V vs. RHE),V vs. RHE,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0"",""0.2""]",Current density (mA/cm^2),mA/cm^2,linear,"[""0"",""-100"",""-200"",""-300"",""-400"",""-500""]","[""NiCo2S4-1"",""NiCo2S4-2"",""NiCo2S4-5"",""NiCo2S4-3"",""NiCo2S4-4""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 m KOH aqueous electrolyte,HER,alkaline,1 m KOH aqueous electrolyte,lsv,three_electrode_half_cell,False
batch2/case58/figure_3__panel_a,batch2/case58,10.1002/adfm.201807562,https://doi.org/10.1002/adfm.201807562,MoSx@NiO Composite Nanostructures: An Advanced Nonprecious Catalyst for Hydrogen Evolution Reaction in Alkaline Media,figure_3,a,a,2d line plot,lsv_polarization,"[81,45,567,410]",Potential vs RHE(V),V,linear,"[""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0""]",Current density (mA/cm^2),mA/cm^2,linear,"[""0"",""-5"",""-10"",""-15"",""-20"",""-25""]","[""GCE"",""NiO"",""MoS2"",""MoSx@NiO"",""Pt/C"",""1M KOH""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,N2-saturated 1 M KOH,HER,alkaline,N2-saturated 1 M KOH,lsv,three_electrode_half_cell,False
batch2/case58/figure_5__panel_a,batch2/case58,10.1002/adfm.201807562,https://doi.org/10.1002/adfm.201807562,MoSx@NiO Composite Nanostructures: An Advanced Nonprecious Catalyst for Hydrogen Evolution Reaction in Alkaline Media,figure_5,a,a,xy_line_plot,polarization_curve,"[77,43,549,384]",Potential vs RHE,V,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density,mA/cm^2,linear,"[""0"",""-10"",""-20"",""-30"",""-40"",""-50""]","[""Before stability test"",""After 13 hour stability test""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,N2-saturated 1 M KOH,HER,alkaline,N2-saturated 1 M KOH,lsv,three_electrode_half_cell,False
batch2/case60/figure_2__panel_a,batch2/case60,10.1002/adfm.201901510,https://doi.org/10.1002/adfm.201901510,Two Birds with One Stone: Metal-Organic Framework Derived Micro-/Nanostructured Ni2P/Ni Hybrids Embedded in Porous Carbon for Electrocatalysis and Energy Storage | Two Birds with One Stone: Metal–Organic Framework Derived Micro-/Nanostructured Ni2P/Ni Hybrids Embedded in Porous Carbon for Electrocatalysis and Energy Storage,figure_2,a,(a),multi-series polarization curve plot,lsv_polarization,"[154,39,576,354]",Potential,V vs. RHE,linear,"[""-0.7"",""-0.6"",""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density,mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30"",""-40"",""-50""]","[""Ni@C"",""Ni2P/Ni-H@C"",""Ni2P/Ni@C"",""Ni2P/Ni-L@C"",""Ni2P@C"",""20% Pt/C""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,lsv,three_electrode_half_cell,False
batch2/case60/figure_2__panel_f,batch2/case60,10.1002/adfm.201901510,https://doi.org/10.1002/adfm.201901510,Two Birds with One Stone: Metal-Organic Framework Derived Micro-/Nanostructured Ni2P/Ni Hybrids Embedded in Porous Carbon for Electrocatalysis and Energy Storage | Two Birds with One Stone: Metal–Organic Framework Derived Micro-/Nanostructured Ni2P/Ni Hybrids Embedded in Porous Carbon for Electrocatalysis and Energy Storage,figure_2,f,(f),electrochemical line plot,polarization_curve,"[133,45,556,357]",Potential,V vs. RHE,linear,"[""-0.6"",""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density,mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30"",""-40"",""-50""]","[""1st cycle"",""1000th cycle""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,polarization_curve,three_electrode_half_cell,False
batch2/case64/figure_2__panel_b,batch2/case64,10.1002/adfm.201904504,https://doi.org/10.1002/adfm.201904504,"Vertical Heterophase for Electrical, Electrochemical, and Mechanical Manipulations of Layered MoTe2",figure_2,b,b,xy line plot,polarization_curve,"[84.0,30.0,393.0,283.0]",Potential,V vs RHE,linear,"[""-1.0"",""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0""]",Current Density,mA/cm²,linear,"[""0"",""20"",""40"",""60""]","[""2H MoTe2"",""1T' MoTe2"",""Li-1T' MoTe2"",""Li-2H MoTe2""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,acid solution,HER,acidic,acid solution,lsv,three_electrode_half_cell,False
batch2/case64/figure_2__panel_e,batch2/case64,10.1002/adfm.201904504,https://doi.org/10.1002/adfm.201904504,"Vertical Heterophase for Electrical, Electrochemical, and Mechanical Manipulations of Layered MoTe2",figure_2,e,e,line plot,electrochemical polarization plot,"[104.0,75.0,413.0,328.0]",Potential (V vs RHE),V vs RHE,linear,"[""-0.4"",""-0.2"",""0.0""]",Current Density (mA/cm²),mA/cm²,linear,"[""0"",""20"",""40"",""60""]","[""Initial (2H)"",""1000 cycles (Li-2H)"",""Intial (Li-1T')"",""1000 cycles (1T')""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,acid solution,HER,acidic,acid solution,lsv,three_electrode_half_cell,False
